Source,Category,Headline,Link,Description,Date,Author
Copperbelt Energy,"Featured,News","CEC Chairman, Mr. London Mwafulilwa’s speech on the commissioning of the 33MW Riverside Solar PV Plant",https://cecinvestor.com/search/kitwe/feed/rss2/,"SPEECH DELIVERED BY THE BOARD CHAIRMAN OF COPPERBELT ENERGY CORPORATION PLC, MR. LONDON MWAFULILWA, ON THE COMMISSIONING OF THE 33MW RIVERSIDE SOLAR PV POWER PLANTWEDNESDAY, 15TH FEBRUARY 2023 Mr President, it is my singular honour and privilege to welcome you to Copperbelt Energy Corporation and to Kitwe. Hosting you in our Company today and sharing","Wed, 15 Feb 2023 20:11:52 +0000",CEC Investor Relations
Copperbelt Energy,"Corporate Social Responsibility,News",Managing Director’s remarks on the launch of CEC Futsal facilities,https://cecinvestor.com/search/kitwe/feed/rss2/,"The Chairman- Non-Core Assets Members of the Executive Management Team The Chairman, MUZ Branch and Executive Members Fellow CEC employees Ladies and Gentlemen I take pleasure in joining you today to officially launch the long-awaited Futsal facilities here at the Ravens Country Club grounds. Our Company’s commitment to the health and social wellbeing of its","Sun, 05 Feb 2023 07:12:08 +0000",CEC Investor Relations
Copperbelt Energy,"Corporate Social Responsibility,Featured,News,Power Dynamos",Power Dynamos Football Club unveils new 2022/23 season kit,https://cecinvestor.com/search/kitwe/feed/rss2/,"Power Dynamos Football Club, the flag bearer for CEC’s social investment, has unveiled its new kit for the 2022/2023 season. At the Umbro kit unveiling on 5th January held at Kitwe’s Garden Court Hotel, the PDFC Club President, Benny Simukoko said a properly dressed team was important in the club’s quest for a consistently top-notch","Fri, 06 Jan 2023 13:49:44 +0000",Lovejoy Musundire
Copperbelt Energy,"Featured,News",CEC’s “cleaner energy” drive cemented with US$100M solar projects,https://cecinvestor.com/search/kitwe/feed/rss2/,"After over 60 years of reliably supplying power supply to the mining industry, mainly anchored on hydro-generated power, the Copperbelt Energy Corporation Plc (CEC) is pursuing diversified frontiers of electricity generation with a focus on newer, cleaner and greener sources. Creating a sustainable future for commercial power supply is significantly challenging and requires many and","Mon, 12 Dec 2022 13:31:58 +0000",Lovejoy Musundire
Copperbelt Energy,"Featured,News","CEC, Silavwe claim Business Chamber Top Honours",https://cecinvestor.com/search/kitwe/feed/rss2/,"CEC has, for the third time in four years, been recognized as the Most Outstanding Corporate of the Year in Kitwe District. Alongside the corporate recognition, the Managing Director, Owen Silavwe has been bestowed the honour of being the Business Executive of the Year. At the awards presentation ceremony for the Kitwe &amp; District Chamber","Thu, 08 Dec 2022 13:24:58 +0000",CEC Investor Relations
Copperbelt Energy,"Corporate Social Responsibility,News","CEC hosts representatives of civil society, policy analysis and research organizations",https://cecinvestor.com/search/kitwe/feed/rss2/,"As part of its wide ranging and cross-cutting stakeholder engagements, the Copperbelt Energy Corporation PLC (CEC) has hosted representatives of civil society, policy analysis and research organizations. The diverse group of public interest bodies drew representation from eleven (11) Lusaka and Copperbelt based organizations and was hosted by CEC over two days. To enable them","Wed, 09 Nov 2022 19:37:31 +0000",aiciadmin
Copperbelt Energy,Careers,CEC Career Opportunities: Advisor – Public Relations,https://cecinvestor.com/search/kitwe/feed/rss2/,"We invite applications from suitably qualified and innovative individuals to take up the position of Advisor – Public Relations to be based at our Head Office in Kitwe. The successful candidate will take an active role in effectively communicating the Company’s value proposition to its various stakeholders, intended to achieve understanding of and support for","Mon, 12 Sep 2022 11:05:33 +0000",CEC Investor Relations
Copperbelt Energy,"Corporate Social Responsibility,Power Dynamos","Press briefing by Mr Alpha Mwale, Chairperson, Power Dynamos Football Club",https://cecinvestor.com/search/kitwe/feed/rss2/,"Kitwe, August 17th, 2022 I would like to welcome you all to this press briefing aimed at updating you on our team’s preparations for the upcoming season. Our expectations for this season are very high. Last season, we aimed to finish in the top four to be able to play Confederation of African Football (CAF)","Wed, 17 Aug 2022 12:56:49 +0000",aiciadmin
Copperbelt Energy,"Featured,News","Press briefing by Mr Vincent Nyirenda, Chief Projects Officer, Copperbelt Energy Corporation Plc",https://cecinvestor.com/search/kitwe/feed/rss2/,"Kitwe, August 17th, 2022 Our media colleagues, I would like to welcome you all to this press briefing aimed at updating you on the various projects the company has been working on. From the onset, I would like to say that undoubtedly, the operating environment has improved tremendously with Government making it very clear that","Wed, 17 Aug 2022 12:47:14 +0000",aiciadmin
Copperbelt Energy,Careers,CEC Career Opportunities: Analyst – Employee Relations and Operations Coordinator,https://cecinvestor.com/search/kitwe/feed/rss2/,"We currently have career opportunities,to be based at our Head Office in Kitwe, in the following fields. 1. Analyst – Employee Relations (01) Grade: CEC7 | Contract Type: Permanent | Location: Kitwe This role will coordinate and facilitate implementation of employee welfare programmes, Company medical scheme administration, provide guidance to employees on employee relations matters","Tue, 09 Aug 2022 15:45:06 +0000",aiciadmin
Copperbelt Energy,"Downloads,Featured,News",Transcript of Owen Silavwe TV Appearance on the Sunday Interview,https://cecinvestor.com/search/kitwe/feed/rss2/,"Disclaimer: The following transcript of Owen Silavwe’s appearance on Sunday Interview, which aired on ZNBC TV1 on 19 June 2022, is for general information only. It should not be used as a substitute for specific and professional advice. CEC accepts no responsibility for the accuracy of the opinions of information contained in this transcript, unless","Thu, 30 Jun 2022 14:32:13 +0000",CEC Investor Relations
Copperbelt Energy,Careers,Career Opportunities: Stock Analyst; Protection Technologist,https://cecinvestor.com/search/kitwe/feed/rss2/,"We currently have career opportunities, to be based at our Head Office in Kitwe, in the following fields: 1. Stock Analyst (01) Grade: CEC7 | Contract Type: Permanent The job holder will be responsible for providing and maintaining an efficient and effective perpetual inventory service (stock takes &amp; checks) in the Company and ensuring that","Fri, 10 Jun 2022 08:55:10 +0000",CEC Investor Relations
Copperbelt Energy,"Careers,Featured,Power Dynamos",Power Dynamos FC – Vacancies,https://cecinvestor.com/search/kitwe/feed/rss2/,"Power Dynamos Football Club (“Power” or “PDFC”) is a Zambian football club based in Kitwe, in the Copperbelt Province, that plays in the Football Association of Zambia (FAZ) Super Division. Power Dynamos has been in the topflight of Zambian football since the start of the Super Division. It is one of the all-time best Zambian","Wed, 01 Jun 2022 12:26:07 +0000",CEC Investor Relations
Copperbelt Energy,Careers,Career Opportunities: Records Management Assistant; Technician – Metal Fabrication; Mechanical Fitter,https://cecinvestor.com/search/kitwe/feed/rss2/,"We currently have career opportunities, to be based at our Head Office in Kitwe, in the following fields: 1. Records Management Assistant (01) Grade: CEC9 | Contract Type: Permanent The job holder will be responsible for providing administrative and organisational support towards the discharge of the Company’s records management function, which includes maintenance of Company","Fri, 22 Apr 2022 17:23:55 +0000",aiciadmin
Copperbelt Energy,"Corporate Announcements,Featured",CEC Notice and Agenda of the twenty-fourth Annual General Meeting,https://cecinvestor.com/search/kitwe/feed/rss2/,"NOTICE IS HEREBY GIVEN that the Twenty-Fourth Annual General Meeting (AGM) of the Members of Copperbelt Energy Corporation PLC will be held VIRTUALLY at 10:00 hours on Wednesday, 27th April 2022 to transact the following business: Adoption of Minutes To consider and adopt the minutes of the Twenty-Third Annual General Meeting held on Friday, 30th","Wed, 06 Apr 2022 08:08:07 +0000",CEC Investor Relations
Copperbelt Energy,Careers,CEC Vacancies | Electrician – (CEC9) (x2); Technicians (CEC 9) – Civil Maintenance (x1); Mechanical Maintenance (x1),https://cecinvestor.com/search/kitwe/feed/rss2/,"We currently have career opportunities, to be based at our Head Office in Kitwe, in the following fields: 1. Electrician - (CEC9) (x2) The job holder will be responsible for repairing and maintaining the electrical system forming part of the Gas Turbine Alternator plants to optimize plant performance and undertaking effective maintenance work on HV","Fri, 11 Feb 2022 11:44:45 +0000",CEC Investor Relations
Copperbelt Energy,Careers,CEC Vacancies |  Supervisor – Parks and Gardens (x1); Security Officer (x7); Technician – Machinist (x1),https://cecinvestor.com/search/kitwe/feed/rss2/,"We currently have career opportunities, to be based at our head office in Kitwe, in the following fields: 1. Supervisor – Parks and Gardens (CEC7) (x1) The job holder will be responsible for planning, organizing and implementing activities regarding routine landscape maintenance of grounds in all Company premises. Maintenance includes weed and vegetation control, waste","Mon, 22 Nov 2021 14:31:57 +0000",CEC Investor Relations
Copperbelt Energy,"Corporate Announcements,Featured",CEC signs EPC contract for 33MW solar expansion project,https://cecinvestor.com/search/kitwe/feed/rss2/,"Pursuant to Section 3.4(a) of the Lusaka Securities Exchange Listings Requirements (“LuSE Listings Requirements”), the Board of Directors of Copperbelt Energy Corporation Plc (“CEC” or “the Company”) wishes to inform shareholders and the market that the Company has signed an Engineering, Procurement and Construction (EPC) contract worth USD19.2 million with Sinohydro Corporation Zambia Limited for","Fri, 19 Nov 2021 17:42:21 +0000",aiciadmin
Copperbelt Energy,News,CEC showcases sustainable energy agenda at 2021 Energy Week,https://cecinvestor.com/search/kitwe/feed/rss2/,"CEC is among key actors in the energy sector showcasing their sustainable energy initiatives at the ongoing 2021 Energy Week themed “Sustainable Energy, a Key Driver to Economic Development in Zambia” An undertaking by the Ministry of Energy, the event is designed to sensitise the public about energy efficiency and conservation, and locally available renewable","Thu, 07 Oct 2021 16:37:49 +0000",CEC Investor Relations
Copperbelt Energy,"Corporate Social Responsibility,News,Power Dynamos",Power Dynamos unveils special edition kit,https://cecinvestor.com/search/kitwe/feed/rss2/,"Power Dynamos Football Club has unveiled its special edition team kit for the 2021-2022 season, at an occasion which also marked the commencement of activities to commemorate the Club’s golden jubilee. Power Dynamos was established in 1971 as an amateur grassroots football team in Kitwe’s Ndeke area by a then employee of Copperbelt Power Company,","Wed, 29 Sep 2021 10:38:31 +0000",CEC Investor Relations
Copperbelt Energy,"Corporate Announcements,Downloads,Featured",CEC releases Unaudited Results for the Half Year Ended 30 June 2021,https://cecinvestor.com/search/kitwe/feed/rss2/,"Note: LTIFR - Safety measure showing the man-hours achieved without a system based lost-time injury Cash Ops - Cash generated from Operations Net Cash - Cash and cash equivalents less debt Milestone achievement ISO CERTIFICATION ISO 9001 Quality Management System ISO 45001 Occupational Health and Safety Management System ISO 14001 Environmental Management System CEO,","Mon, 13 Sep 2021 17:42:48 +0000",CEC Investor Relations
Copperbelt Energy,Power Dynamos,Power Dynamos fans and supporters,https://cecinvestor.com/search/kitwe/feed/rss2/,A chance meeting at Cinderella Night Club turned Kitwe’s well-recognised resident Dennis Peters into a lifelong Power Dynamos Football Club (PDFC) supporter. He was introduced to Bizwell Phiri whose move from Lusaka Tigers brought him to Kitwe where he was quickly introduced to the night club that became the favoured weekend spot for many of,"Mon, 26 Jul 2021 11:09:03 +0000",CEC Investor Relations
Copperbelt Energy,Power Dynamos,Power Dynamos’ management,https://cecinvestor.com/search/kitwe/feed/rss2/,"Renowned for their prowess on the pitch during an illustrious history that began fifty years ago, Power Dynamos Football Club stands out as one of the most successful teams in Zambian football. The names of football legends roll off the tongue with ease when the Club’s glorious past comes to mind. While trophies were being","Mon, 12 Jul 2021 17:11:38 +0000",CEC Investor Relations
Copperbelt Energy,Power Dynamos,Zambia’s biggest derby,https://cecinvestor.com/search/kitwe/feed/rss2/,"The mining town of Kitwe is dominated by people in work suits, heavy boots, protective equipment and headgear. Mining is never far from the mind. Its people take their work seriously and have intense pride in being part of the Copperbelt, the thriving mining region that has dominated the Zambian economy for many years and","Tue, 29 Jun 2021 07:53:05 +0000",CEC Investor Relations
